cg,collectivite,fk_territoire,indicateur,valeur,territoire_id,indicateur_id
01,Région de Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,population_sedentaire_5ans_plus,3679166.0,1,16
01,Région de Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,natifs_residents_non_migrants,3490612.0,1,15
01,Région de Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,residents_recents_5ans,3568844.0,1,17
01,Région de Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,entrees,174103.0,1,12
01,Région de Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,indice_entrees (%),4.7,1,13
01,Région de Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,indice_sortie (%),2.2,1,14
01,Région de Tanger-Tétouan-Al Hoceima,tanger tetouan al hoceima,sorties,78232.0,1,18
01.511,Préfecture de Tanger-Assilah,tanger assilah,population_sedentaire_5ans_plus,1359740.0,2,16
01.511,Préfecture de Tanger-Assilah,tanger assilah,natifs_residents_non_migrants,1136970.0,2,15
01.511,Préfecture de Tanger-Assilah,tanger assilah,residents_recents_5ans,1171899.0,2,17
01.511,Préfecture de Tanger-Assilah,tanger assilah,entrees,213672.0,2,12
01.511,Préfecture de Tanger-Assilah,tanger assilah,indice_entrees (%),15.7,2,13
01.511,Préfecture de Tanger-Assilah,tanger assilah,indice_sortie (%),3.0,2,14
01.511,Préfecture de Tanger-Assilah,tanger assilah,sorties,34929.0,2,18
01.511.01.0,Commune de Tanger,tanger assilah,population_sedentaire_5ans_plus,1166386.0,34,16
01.511.01.0,Commune de Tanger,tanger assilah,natifs_residents_non_migrants,963573.0,34,15
01.511.01.0,Commune de Tanger,tanger assilah,residents_recents_5ans,1019938.0,34,17
01.511.01.0,Commune de Tanger,tanger assilah,entrees,560670.0,34,12
01.511.01.0,Commune de Tanger,tanger assilah,indice_entrees (%),48.1,34,13
01.511.01.0,Commune de Tanger,tanger assilah,indice_sortie (%),12.4,34,14
01.511.01.0,Commune de Tanger,tanger assilah,sorties,126127.0,34,18
01.511.01.05,Arrondissement de Mghogha,tanger assilah,population_sedentaire_5ans_plus,231487.0,180,16
01.511.01.05,Arrondissement de Mghogha,tanger assilah,natifs_residents_non_migrants,182144.0,180,15
01.511.01.05,Arrondissement de Mghogha,tanger assilah,residents_recents_5ans,200944.0,180,17
01.511.01.05,Arrondissement de Mghogha,tanger assilah,entrees,48160.0,180,12
01.511.01.05,Arrondissement de Mghogha,tanger assilah,indice_entrees (%),20.8,180,13
01.511.01.05,Arrondissement de Mghogha,tanger assilah,indice_sortie (%),9.4,180,14
01.511.01.05,Arrondissement de Mghogha,tanger assilah,sorties,18800.0,180,18
01.511.01.06,Arrondissement de Souani,tanger assilah,population_sedentaire_5ans_plus,104325.0,181,16
01.511.01.06,Arrondissement de Souani,tanger assilah,natifs_residents_non_migrants,86420.0,181,15
01.511.01.06,Arrondissement de Souani,tanger assilah,residents_recents_5ans,95820.0,181,17
01.511.01.06,Arrondissement de Souani,tanger assilah,entrees,16971.0,181,12
01.511.01.06,Arrondissement de Souani,tanger assilah,indice_entrees (%),16.3,181,13
01.511.01.06,Arrondissement de Souani,tanger assilah,indice_sortie (%),9.8,181,14
01.511.01.06,Arrondissement de Souani,tanger assilah,sorties,9400.0,181,18
01.511.01.03,Arrondissement de Bni Makada,tanger assilah,population_sedentaire_5ans_plus,514751.0,182,16
01.511.01.03,Arrondissement de Bni Makada,tanger assilah,natifs_residents_non_migrants,406791.0,182,15
01.511.01.03,Arrondissement de Bni Makada,tanger assilah,residents_recents_5ans,451838.0,182,17
01.511.01.03,Arrondissement de Bni Makada,tanger assilah,entrees,106462.0,182,12
01.511.01.03,Arrondissement de Bni Makada,tanger assilah,indice_entrees (%),20.7,182,13
01.511.01.03,Arrondissement de Bni Makada,tanger assilah,indice_sortie (%),10.0,182,14
01.511.01.03,Arrondissement de Bni Makada,tanger assilah,sorties,45047.0,182,18
01.511.01.07,Arrondissement de Médina,tanger assilah,population_sedentaire_5ans_plus,315823.0,183,16
01.511.01.07,Arrondissement de Médina,tanger assilah,natifs_residents_non_migrants,245603.0,183,15
01.511.01.07,Arrondissement de Médina,tanger assilah,residents_recents_5ans,271337.0,183,17
01.511.01.07,Arrondissement de Médina,tanger assilah,entrees,65232.0,183,12
01.511.01.07,Arrondissement de Médina,tanger assilah,indice_entrees (%),20.7,183,13
01.511.01.07,Arrondissement de Médina,tanger assilah,indice_sortie (%),9.5,183,14
01.511.01.07,Arrondissement de Médina,tanger assilah,sorties,25734.0,183,18
01.511.01.01,Commune d'Assilah,tanger assilah,population_sedentaire_5ans_plus,31473.0,35,16
01.511.01.01,Commune d'Assilah,tanger assilah,natifs_residents_non_migrants,28276.0,35,15
01.511.01.01,Commune d'Assilah,tanger assilah,residents_recents_5ans,30907.0,35,17
01.511.01.01,Commune d'Assilah,tanger assilah,entrees,2994.0,35,12
01.511.01.01,Commune d'Assilah,tanger assilah,indice_entrees (%),9.5,35,13
01.511.01.01,Commune d'Assilah,tanger assilah,indice_sortie (%),8.5,35,14
01.511.01.01,Commune d'Assilah,tanger assilah,sorties,2631.0,35,18
01.511.01.09,Commune de Gueznaia,tanger assilah,population_sedentaire_5ans_plus,78916.0,36,16
01.511.01.09,Commune de Gueznaia,tanger assilah,natifs_residents_non_migrants,42210.0,36,15
01.511.01.09,Commune de Gueznaia,tanger assilah,residents_recents_5ans,46682.0,36,17
01.511.01.09,Commune de Gueznaia,tanger assilah,entrees,36500.0,36,12
01.511.01.09,Commune de Gueznaia,tanger assilah,indice_entrees (%),46.3,36,13
01.511.01.09,Commune de Gueznaia,tanger assilah,indice_sortie (%),9.6,36,14
01.511.01.09,Commune de Gueznaia,tanger assilah,sorties,4473.0,36,18
01.511.05.19,Commune de Hjar Ennhal,tanger assilah,population_sedentaire_5ans_plus,22504.0,37,16
01.511.05.19,Commune de Hjar Ennhal,tanger assilah,natifs_residents_non_migrants,15485.0,37,15
01.511.05.19,Commune de Hjar Ennhal,tanger assilah,residents_recents_5ans,16100.0,37,17
01.511.05.19,Commune de Hjar Ennhal,tanger assilah,entrees,7013.0,37,12
01.511.05.19,Commune de Hjar Ennhal,tanger assilah,indice_entrees (%),31.2,37,13
01.511.05.19,Commune de Hjar Ennhal,tanger assilah,indice_sortie (%),3.8,37,14
01.511.05.19,Commune de Hjar Ennhal,tanger assilah,sorties,616.0,37,18
01.511.05.07,Commune de Dar Chaoui,tanger assilah,population_sedentaire_5ans_plus,4141.0,38,16
01.511.05.07,Commune de Dar Chaoui,tanger assilah,natifs_residents_non_migrants,3899.0,38,15
01.511.05.07,Commune de Dar Chaoui,tanger assilah,residents_recents_5ans,4540.0,38,17
01.511.05.07,Commune de Dar Chaoui,tanger assilah,entrees,236.0,38,12
01.511.05.07,Commune de Dar Chaoui,tanger assilah,indice_entrees (%),5.7,38,13
01.511.05.07,Commune de Dar Chaoui,tanger assilah,indice_sortie (%),14.1,38,14
01.511.05.07,Commune de Dar Chaoui,tanger assilah,sorties,641.0,38,18
01.511.05.07.3,dont le centre urbain de Dar Chaoui,tanger assilah,population_sedentaire_5ans_plus,1378.0,184,16
01.511.05.07.3,dont le centre urbain de Dar Chaoui,tanger assilah,natifs_residents_non_migrants,1204.0,184,15
01.511.05.07.3,dont le centre urbain de Dar Chaoui,tanger assilah,residents_recents_5ans,1391.0,184,17
01.511.05.07.3,dont le centre urbain de Dar Chaoui,tanger assilah,entrees,168.0,184,12
01.511.05.07.3,dont le centre urbain de Dar Chaoui,tanger assilah,indice_entrees (%),12.2,184,13
01.511.05.07.3,dont le centre urbain de Dar Chaoui,tanger assilah,indice_sortie (%),13.4,184,14
01.511.05.07.3,dont le centre urbain de Dar Chaoui,tanger assilah,sorties,187.0,184,18
01.511.05.01,Commune d'Al Manzla,tanger assilah,population_sedentaire_5ans_plus,2473.0,39,16
01.511.05.01,Commune d'Al Manzla,tanger assilah,natifs_residents_non_migrants,2330.0,39,15
01.511.05.01,Commune d'Al Manzla,tanger assilah,residents_recents_5ans,2478.0,39,17
01.511.05.01,Commune d'Al Manzla,tanger assilah,entrees,137.0,39,12
01.511.05.01,Commune d'Al Manzla,tanger assilah,indice_entrees (%),5.5,39,13
01.511.05.01,Commune d'Al Manzla,tanger assilah,indice_sortie (%),6.0,39,14
01.511.05.01,Commune d'Al Manzla,tanger assilah,sorties,148.0,39,18
01.511.05.17,Commune de Laaouama,tanger assilah,population_sedentaire_5ans_plus,17054.0,40,16
01.511.05.17,Commune de Laaouama,tanger assilah,natifs_residents_non_migrants,11966.0,40,15
01.511.05.17,Commune de Laaouama,tanger assilah,residents_recents_5ans,14122.0,40,17
01.511.05.17,Commune de Laaouama,tanger assilah,entrees,5074.0,40,12
01.511.05.17,Commune de Laaouama,tanger assilah,indice_entrees (%),29.8,40,13
01.511.05.17,Commune de Laaouama,tanger assilah,indice_sortie (%),15.3,40,14
01.511.05.17,Commune de Laaouama,tanger assilah,sorties,2156.0,40,18
01.511.05.05,Commune de Sebt Azzinate,tanger assilah,population_sedentaire_5ans_plus,6512.0,41,16
01.511.05.05,Commune de Sebt Azzinate,tanger assilah,natifs_residents_non_migrants,5679.0,41,15
01.511.05.05,Commune de Sebt Azzinate,tanger assilah,residents_recents_5ans,6178.0,41,17
01.511.05.05,Commune de Sebt Azzinate,tanger assilah,entrees,832.0,41,12
01.511.05.05,Commune de Sebt Azzinate,tanger assilah,indice_entrees (%),12.8,41,13
01.511.05.05,Commune de Sebt Azzinate,tanger assilah,indice_sortie (%),8.1,41,14
01.511.05.05,Commune de Sebt Azzinate,tanger assilah,sorties,499.0,41,18
01.511.03.03,Commune d'Aquouass Briech,tanger assilah,population_sedentaire_5ans_plus,4265.0,42,16
01.511.03.03,Commune d'Aquouass Briech,tanger assilah,natifs_residents_non_migrants,3969.0,42,15
01.511.03.03,Commune d'Aquouass Briech,tanger assilah,residents_recents_5ans,4098.0,42,17
01.511.03.03,Commune d'Aquouass Briech,tanger assilah,entrees,278.0,42,12
01.511.03.03,Commune d'Aquouass Briech,tanger assilah,indice_entrees (%),6.5,42,13
01.511.03.03,Commune d'Aquouass Briech,tanger assilah,indice_sortie (%),3.2,42,14
01.511.03.03,Commune d'Aquouass Briech,tanger assilah,sorties,129.0,42,18
01.511.03.15,Commune de Had Al Gharbia,tanger assilah,population_sedentaire_5ans_plus,11797.0,43,16
01.511.03.15,Commune de Had Al Gharbia,tanger assilah,natifs_residents_non_migrants,10968.0,43,15
01.511.03.15,Commune de Had Al Gharbia,tanger assilah,residents_recents_5ans,12058.0,43,17
01.511.03.15,Commune de Had Al Gharbia,tanger assilah,entrees,812.0,43,12
01.511.03.15,Commune de Had Al Gharbia,tanger assilah,indice_entrees (%),6.9,43,13
01.511.03.15,Commune de Had Al Gharbia,tanger assilah,indice_sortie (%),9.0,43,14
01.511.03.15,Commune de Had Al Gharbia,tanger assilah,sorties,1090.0,43,18
01.511.03.11,Commune de Sahel Chamali,tanger assilah,population_sedentaire_5ans_plus,4618.0,44,16
01.511.03.11,Commune de Sahel Chamali,tanger assilah,natifs_residents_non_migrants,4453.0,44,15
01.511.03.11,Commune de Sahel Chamali,tanger assilah,residents_recents_5ans,4603.0,44,17
01.511.03.11,Commune de Sahel Chamali,tanger assilah,entrees,157.0,44,12
01.511.03.11,Commune de Sahel Chamali,tanger assilah,indice_entrees (%),3.4,44,13
01.511.03.11,Commune de Sahel Chamali,tanger assilah,indice_sortie (%),3.3,44,14
01.511.03.11,Commune de Sahel Chamali,tanger assilah,sorties,150.0,44,18
01.511.03.13,Commune de Sidi Lyamani,tanger assilah,population_sedentaire_5ans_plus,9601.0,45,16
01.511.03.13,Commune de Sidi Lyamani,tanger assilah,natifs_residents_non_migrants,9208.0,45,15
01.511.03.13,Commune de Sidi Lyamani,tanger assilah,residents_recents_5ans,10194.0,45,17
01.511.03.13,Commune de Sidi Lyamani,tanger assilah,entrees,384.0,45,12
01.511.03.13,Commune de Sidi Lyamani,tanger assilah,indice_entrees (%),4.0,45,13
01.511.03.13,Commune de Sidi Lyamani,tanger assilah,indice_sortie (%),9.7,45,14
01.511.03.13,Commune de Sidi Lyamani,tanger assilah,sorties,986.0,45,18
01.511.03.13.3,dont le centre urbain de Tnine Sidi Lyamani,tanger assilah,population_sedentaire_5ans_plus,944.0,185,16
01.511.03.13.3,dont le centre urbain de Tnine Sidi Lyamani,tanger assilah,natifs_residents_non_migrants,848.0,185,15
01.511.03.13.3,dont le centre urbain de Tnine Sidi Lyamani,tanger assilah,residents_recents_5ans,979.0,185,17
01.511.03.13.3,dont le centre urbain de Tnine Sidi Lyamani,tanger assilah,entrees,95.0,185,12
01.511.03.13.3,dont le centre urbain de Tnine Sidi Lyamani,tanger assilah,indice_entrees (%),10.1,185,13
01.511.03.13.3,dont le centre urbain de Tnine Sidi Lyamani,tanger assilah,indice_sortie (%),13.4,185,14
01.511.03.13.3,dont le centre urbain de Tnine Sidi Lyamani,tanger assilah,sorties,131.0,185,18
01.573,Préfecture de M'diq-Fnideq,m'diq fnideq,population_sedentaire_5ans_plus,233084.0,3,16
01.573,Préfecture de M'diq-Fnideq,m'diq fnideq,natifs_residents_non_migrants,203091.0,3,15
01.573,Préfecture de M'diq-Fnideq,m'diq fnideq,residents_recents_5ans,213248.0,3,17
01.573,Préfecture de M'diq-Fnideq,m'diq fnideq,entrees,28978.0,3,12
01.573,Préfecture de M'diq-Fnideq,m'diq fnideq,indice_entrees (%),12.4,3,13
01.573,Préfecture de M'diq-Fnideq,m'diq fnideq,indice_sortie (%),4.8,3,14
01.573,Préfecture de M'diq-Fnideq,m'diq fnideq,sorties,10157.0,3,18
01.573.01.05,Commune de M'diq,m'diq fnideq,population_sedentaire_5ans_plus,62133.0,46,16
01.573.01.05,Commune de M'diq,m'diq fnideq,natifs_residents_non_migrants,55042.0,46,15
01.573.01.05,Commune de M'diq,m'diq fnideq,residents_recents_5ans,57800.0,46,17
01.573.01.05,Commune de M'diq,m'diq fnideq,entrees,6954.0,46,12
01.573.01.05,Commune de M'diq,m'diq fnideq,indice_entrees (%),11.2,46,13
01.573.01.05,Commune de M'diq,m'diq fnideq,indice_sortie (%),4.8,46,14
01.573.01.05,Commune de M'diq,m'diq fnideq,sorties,2757.0,46,18
01.573.01.01,Commune de Fnideq,m'diq fnideq,population_sedentaire_5ans_plus,70495.0,47,16
01.573.01.01,Commune de Fnideq,m'diq fnideq,natifs_residents_non_migrants,65132.0,47,15
01.573.01.01,Commune de Fnideq,m'diq fnideq,residents_recents_5ans,70097.0,47,17
01.573.01.01,Commune de Fnideq,m'diq fnideq,entrees,5195.0,47,12
01.573.01.01,Commune de Fnideq,m'diq fnideq,indice_entrees (%),7.4,47,13
01.573.01.01,Commune de Fnideq,m'diq fnideq,indice_sortie (%),7.1,47,14
01.573.01.01,Commune de Fnideq,m'diq fnideq,sorties,4964.0,47,18
01.573.01.03,Commune de Martil,m'diq fnideq,population_sedentaire_5ans_plus,88851.0,48,16
01.573.01.03,Commune de Martil,m'diq fnideq,natifs_residents_non_migrants,70066.0,48,15
01.573.01.03,Commune de Martil,m'diq fnideq,residents_recents_5ans,73814.0,48,17
01.573.01.03,Commune de Martil,m'diq fnideq,entrees,18076.0,48,12
01.573.01.03,Commune de Martil,m'diq fnideq,indice_entrees (%),20.3,48,13
01.573.01.03,Commune de Martil,m'diq fnideq,indice_sortie (%),5.1,48,14
01.573.01.03,Commune de Martil,m'diq fnideq,sorties,3748.0,48,18
01.573.01.07,Commune d'Allyene,m'diq fnideq,population_sedentaire_5ans_plus,7374.0,49,16
01.573.01.07,Commune d'Allyene,m'diq fnideq,natifs_residents_non_migrants,7021.0,49,15
01.573.01.07,Commune d'Allyene,m'diq fnideq,residents_recents_5ans,7329.0,49,17
01.573.01.07,Commune d'Allyene,m'diq fnideq,entrees,352.0,49,12
01.573.01.07,Commune d'Allyene,m'diq fnideq,indice_entrees (%),4.8,49,13
01.573.01.07,Commune d'Allyene,m'diq fnideq,indice_sortie (%),4.2,49,14
01.573.01.07,Commune d'Allyene,m'diq fnideq,sorties,308.0,49,18
01.573.01.09,Commune de Belyounech,m'diq fnideq,population_sedentaire_5ans_plus,4231.0,50,16
01.573.01.09,Commune de Belyounech,m'diq fnideq,natifs_residents_non_migrants,4105.0,50,15
01.573.01.09,Commune de Belyounech,m'diq fnideq,residents_recents_5ans,4210.0,50,17
01.573.01.09,Commune de Belyounech,m'diq fnideq,entrees,125.0,50,12
01.573.01.09,Commune de Belyounech,m'diq fnideq,indice_entrees (%),3.0,50,13
01.573.01.09,Commune de Belyounech,m'diq fnideq,indice_sortie (%),2.5,50,14
01.573.01.09,Commune de Belyounech,m'diq fnideq,sorties,105.0,50,18
01.571,Province de Tétouan,tetouan,population_sedentaire_5ans_plus,563824.0,4,16
01.571,Province de Tétouan,tetouan,natifs_residents_non_migrants,530204.0,4,15
01.571,Province de Tétouan,tetouan,residents_recents_5ans,559845.0,4,17
01.571,Province de Tétouan,tetouan,entrees,31472.0,4,12
01.571,Province de Tétouan,tetouan,indice_entrees (%),5.6,4,13
01.571,Province de Tétouan,tetouan,indice_sortie (%),5.3,4,14
01.571,Province de Tétouan,tetouan,sorties,29641.0,4,18
01.571.01.11,Commune de Tétouan,tetouan,population_sedentaire_5ans_plus,391423.0,51,16
01.571.01.11,Commune de Tétouan,tetouan,natifs_residents_non_migrants,359903.0,51,15
01.571.01.11,Commune de Tétouan,tetouan,residents_recents_5ans,380768.0,51,17
01.571.01.11,Commune de Tétouan,tetouan,entrees,29565.0,51,12
01.571.01.11,Commune de Tétouan,tetouan,indice_entrees (%),7.6,51,13
01.571.01.11,Commune de Tétouan,tetouan,indice_sortie (%),5.5,51,14
01.571.01.11,Commune de Tétouan,tetouan,sorties,20865.0,51,18
01.571.01.07,Commune d'Oued Laou,tetouan,population_sedentaire_5ans_plus,10439.0,52,16
01.571.01.07,Commune d'Oued Laou,tetouan,natifs_residents_non_migrants,9172.0,52,15
01.571.01.07,Commune d'Oued Laou,tetouan,residents_recents_5ans,10362.0,52,17
01.571.01.07,Commune d'Oued Laou,tetouan,entrees,1178.0,52,12
01.571.01.07,Commune d'Oued Laou,tetouan,indice_entrees (%),11.3,52,13
01.571.01.07,Commune d'Oued Laou,tetouan,indice_sortie (%),11.5,52,14
01.571.01.07,Commune d'Oued Laou,tetouan,sorties,1190.0,52,18
01.571.03.01,Commune d'Ain Lahsan,tetouan,population_sedentaire_5ans_plus,6767.0,53,16
01.571.03.01,Commune d'Ain Lahsan,tetouan,natifs_residents_non_migrants,6514.0,53,15
01.571.03.01,Commune d'Ain Lahsan,tetouan,residents_recents_5ans,7171.0,53,17
01.571.03.01,Commune d'Ain Lahsan,tetouan,entrees,251.0,53,12
01.571.03.01,Commune d'Ain Lahsan,tetouan,indice_entrees (%),3.7,53,13
01.571.03.01,Commune d'Ain Lahsan,tetouan,indice_sortie (%),9.2,53,14
01.571.03.01,Commune d'Ain Lahsan,tetouan,sorties,657.0,53,18
01.571.03.19,Commune de Souk Kdim,tetouan,population_sedentaire_5ans_plus,7954.0,54,16
01.571.03.19,Commune de Souk Kdim,tetouan,natifs_residents_non_migrants,7675.0,54,15
01.571.03.19,Commune de Souk Kdim,tetouan,residents_recents_5ans,8018.0,54,17
01.571.03.19,Commune de Souk Kdim,tetouan,entrees,272.0,54,12
01.571.03.19,Commune de Souk Kdim,tetouan,indice_entrees (%),3.4,54,13
01.571.03.19,Commune de Souk Kdim,tetouan,indice_sortie (%),4.3,54,14
01.571.03.19,Commune de Souk Kdim,tetouan,sorties,343.0,54,18
01.571.03.09,Commune de Jbel Lahbib,tetouan,population_sedentaire_5ans_plus,3748.0,55,16
01.571.03.09,Commune de Jbel Lahbib,tetouan,natifs_residents_non_migrants,3422.0,55,15
01.571.03.09,Commune de Jbel Lahbib,tetouan,residents_recents_5ans,4320.0,55,17
01.571.03.09,Commune de Jbel Lahbib,tetouan,entrees,321.0,55,12
01.571.03.09,Commune de Jbel Lahbib,tetouan,indice_entrees (%),8.6,55,13
01.571.03.09,Commune de Jbel Lahbib,tetouan,indice_sortie (%),20.8,55,14
01.571.03.09,Commune de Jbel Lahbib,tetouan,sorties,898.0,55,18
01.571.03.09.3,dont le centre urbain de Karia,tetouan,population_sedentaire_5ans_plus,1349.0,186,16
01.571.03.09.3,dont le centre urbain de Karia,tetouan,natifs_residents_non_migrants,1125.0,186,15
01.571.03.09.3,dont le centre urbain de Karia,tetouan,residents_recents_5ans,1350.0,186,17
01.571.03.09.3,dont le centre urbain de Karia,tetouan,entrees,222.0,186,12
01.571.03.09.3,dont le centre urbain de Karia,tetouan,indice_entrees (%),16.5,186,13
01.571.03.09.3,dont le centre urbain de Karia,tetouan,indice_sortie (%),16.6,186,14
01.571.03.09.3,dont le centre urbain de Karia,tetouan,sorties,225.0,186,18
01.571.03.07,Commune de Bni Harchen,tetouan,population_sedentaire_5ans_plus,5940.0,56,16
01.571.03.07,Commune de Bni Harchen,tetouan,natifs_residents_non_migrants,5829.0,56,15
01.571.03.07,Commune de Bni Harchen,tetouan,residents_recents_5ans,6552.0,56,17
01.571.03.07,Commune de Bni Harchen,tetouan,entrees,109.0,56,12
01.571.03.07,Commune de Bni Harchen,tetouan,indice_entrees (%),1.8,56,13
01.571.03.07,Commune de Bni Harchen,tetouan,indice_sortie (%),11.0,56,14
01.571.03.07,Commune de Bni Harchen,tetouan,sorties,723.0,56,18
01.571.03.03,Commune d'Al Kharroub,tetouan,population_sedentaire_5ans_plus,1896.0,57,16
01.571.03.03,Commune d'Al Kharroub,tetouan,natifs_residents_non_migrants,1851.0,57,15
01.571.03.03,Commune d'Al Kharroub,tetouan,residents_recents_5ans,2006.0,57,17
01.571.03.03,Commune d'Al Kharroub,tetouan,entrees,45.0,57,12
01.571.03.03,Commune d'Al Kharroub,tetouan,indice_entrees (%),2.4,57,13
01.571.03.03,Commune d'Al Kharroub,tetouan,indice_sortie (%),7.7,57,14
01.571.03.03,Commune d'Al Kharroub,tetouan,sorties,155.0,57,18
01.571.03.15,Commune de Mallalienne,tetouan,population_sedentaire_5ans_plus,10008.0,58,16
01.571.03.15,Commune de Mallalienne,tetouan,natifs_residents_non_migrants,9165.0,58,15
01.571.03.15,Commune de Mallalienne,tetouan,residents_recents_5ans,9736.0,58,17
01.571.03.15,Commune de Mallalienne,tetouan,entrees,836.0,58,12
01.571.03.15,Commune de Mallalienne,tetouan,indice_entrees (%),8.4,58,13
01.571.03.15,Commune de Mallalienne,tetouan,indice_sortie (%),5.9,58,14
01.571.03.15,Commune de Mallalienne,tetouan,sorties,571.0,58,18
01.571.03.17,Commune de Saddina,tetouan,population_sedentaire_5ans_plus,6949.0,59,16
01.571.03.17,Commune de Saddina,tetouan,natifs_residents_non_migrants,6714.0,59,15
01.571.03.17,Commune de Saddina,tetouan,residents_recents_5ans,7066.0,59,17
01.571.03.17,Commune de Saddina,tetouan,entrees,235.0,59,12
01.571.03.17,Commune de Saddina,tetouan,indice_entrees (%),3.4,59,13
01.571.03.17,Commune de Saddina,tetouan,indice_sortie (%),5.0,59,14
01.571.03.17,Commune de Saddina,tetouan,sorties,352.0,59,18
01.571.03.21,Commune de Sahtryine,tetouan,population_sedentaire_5ans_plus,7847.0,60,16
01.571.03.21,Commune de Sahtryine,tetouan,natifs_residents_non_migrants,7691.0,60,15
01.571.03.21,Commune de Sahtryine,tetouan,residents_recents_5ans,8084.0,60,17
01.571.03.21,Commune de Sahtryine,tetouan,entrees,156.0,60,12
01.571.03.21,Commune de Sahtryine,tetouan,indice_entrees (%),2.0,60,13
01.571.03.21,Commune de Sahtryine,tetouan,indice_sortie (%),4.9,60,14
01.571.03.21,Commune de Sahtryine,tetouan,sorties,393.0,60,18
01.571.03.11,Commune de Bni Idder,tetouan,population_sedentaire_5ans_plus,4203.0,61,16
01.571.03.11,Commune de Bni Idder,tetouan,natifs_residents_non_migrants,4159.0,61,15
01.571.03.11,Commune de Bni Idder,tetouan,residents_recents_5ans,5374.0,61,17
01.571.03.11,Commune de Bni Idder,tetouan,entrees,44.0,61,12
01.571.03.11,Commune de Bni Idder,tetouan,indice_entrees (%),1.0,61,13
01.571.03.11,Commune de Bni Idder,tetouan,indice_sortie (%),22.6,61,14
01.571.03.11,Commune de Bni Idder,tetouan,sorties,1215.0,61,18
01.571.03.05,Commune de Bghaghza,tetouan,population_sedentaire_5ans_plus,5698.0,62,16
01.571.03.05,Commune de Bghaghza,tetouan,natifs_residents_non_migrants,5578.0,62,15
01.571.03.05,Commune de Bghaghza,tetouan,residents_recents_5ans,6221.0,62,17
01.571.03.05,Commune de Bghaghza,tetouan,entrees,120.0,62,12
01.571.03.05,Commune de Bghaghza,tetouan,indice_entrees (%),2.1,62,13
01.571.03.05,Commune de Bghaghza,tetouan,indice_sortie (%),10.3,62,14
01.571.03.05,Commune de Bghaghza,tetouan,sorties,643.0,62,18
01.571.05.13,Commune de Bni Leit,tetouan,population_sedentaire_5ans_plus,4599.0,63,16
01.571.05.13,Commune de Bni Leit,tetouan,natifs_residents_non_migrants,4547.0,63,15
01.571.05.13,Commune de Bni Leit,tetouan,residents_recents_5ans,4808.0,63,17
01.571.05.13,Commune de Bni Leit,tetouan,entrees,52.0,63,12
01.571.05.13,Commune de Bni Leit,tetouan,indice_entrees (%),1.1,63,13
01.571.05.13,Commune de Bni Leit,tetouan,indice_sortie (%),5.4,63,14
01.571.05.13,Commune de Bni Leit,tetouan,sorties,261.0,63,18
01.571.05.01,Commune d'Al Hamra,tetouan,population_sedentaire_5ans_plus,10895.0,64,16
01.571.05.01,Commune d'Al Hamra,tetouan,natifs_residents_non_migrants,10588.0,64,15
01.571.05.01,Commune d'Al Hamra,tetouan,residents_recents_5ans,11714.0,64,17
01.571.05.01,Commune d'Al Hamra,tetouan,entrees,307.0,64,12
01.571.05.01,Commune d'Al Hamra,tetouan,indice_entrees (%),2.8,64,13
01.571.05.01,Commune d'Al Hamra,tetouan,indice_sortie (%),9.6,64,14
01.571.05.01,Commune d'Al Hamra,tetouan,sorties,1126.0,64,18
01.571.05.05,Commune d'Al Oued,tetouan,population_sedentaire_5ans_plus,9894.0,65,16
01.571.05.05,Commune d'Al Oued,tetouan,natifs_residents_non_migrants,9746.0,65,15
01.571.05.05,Commune d'Al Oued,tetouan,residents_recents_5ans,10701.0,65,17
01.571.05.05,Commune d'Al Oued,tetouan,entrees,147.0,65,12
01.571.05.05,Commune d'Al Oued,tetouan,indice_entrees (%),1.5,65,13
01.571.05.05,Commune d'Al Oued,tetouan,indice_sortie (%),8.9,65,14
01.571.05.05,Commune d'Al Oued,tetouan,sorties,955.0,65,18
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,population_sedentaire_5ans_plus,4340.0,66,16
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,natifs_residents_non_migrants,4310.0,66,15
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,residents_recents_5ans,4772.0,66,17
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,entrees,30.0,66,12
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,indice_entrees (%),0.7,66,13
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,indice_sortie (%),9.7,66,14
01.571.05.19,Commune d'Oulad Ali Mansour,tetouan,sorties,462.0,66,18
01.571.05.17,Commune de Dar Bni Karrich,tetouan,population_sedentaire_5ans_plus,9282.0,67,16
01.571.05.17,Commune de Dar Bni Karrich,tetouan,natifs_residents_non_migrants,8402.0,67,15
01.571.05.17,Commune de Dar Bni Karrich,tetouan,residents_recents_5ans,8920.0,67,17
01.571.05.17,Commune de Dar Bni Karrich,tetouan,entrees,841.0,67,12
